our_slug	polycab_url
industries/cables-by-application/cement-industry/polycab-h07bb-f-bsen-50525-2-21-mc-450750v-ac	https://polycab.com/polycab-h07bb-f-bsen-50525-2-21-mc-450750v-ac/a-5050/p-55582
industries/cables-by-application/cement-industry/polycab-lv-al-iec-60502-1-061kv-mc-2-swa	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-2-swa/a-5046/p-55257
industries/cables-by-application/cement-industry/polycab-lv-al-iec-60502-1-061kv-sc-sfa	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-sc-sfa/a-5046/p-55247
industries/cables-by-standards/iec-60840/polycab-ehv-cu-al-cor-132kv	https://polycab.com/polycab-ehv-cu-al-cor-132kv/a-3908/p-55355
industries/cables-by-application/cement-industry/polycab-lv-is-7098-i-1c-2xy	https://polycab.com/polycab-lv-is-7098-i-1c-2xy/a-5046/p-54736
industries/cables-by-application/cement-industry/polycab-lv-is-7098-i-mc-25-2xy	https://polycab.com/polycab-lv-is-7098-i-mc-25-2xy/a-5043/p-54766
industries/cables-by-application/defence-and-armaments-industry/polycab-h05bb-f-bsen-50525-2-21-mc-300500v-ac	https://polycab.com/polycab-h05bb-f-bsen-50525-2-21-mc-300500v-ac/a-5050/p-55586
industries/cables-by-application/defence-and-armaments-industry/polycab-h07bb-f-bsen-50525-2-21-mc-450750v-ac	https://polycab.com/polycab-h07bb-f-bsen-50525-2-21-mc-450750v-ac/a-5050/p-55582
industries/cables-by-application/defence-and-armaments-industry/polycab-sir-1100v-ac-is-9968-1	https://polycab.com/polycab-sir-1100v-ac-is-9968-1/a-5050/p-54935
industries/cables-by-application/food-and-beverages/polycab-hffr-04xzz-r04xzxz-r-1100v-ac-is-17048	https://polycab.com/polycab-hffr-04xzz-r04xzxz-r-1100v-ac-is-17048/a-5042/p-55642
industries/cables-by-standards/is-7098-i/polycab-lv-is-7098-i-1c-2xy	https://polycab.com/polycab-lv-is-7098-i-1c-2xy/a-5046/p-54736
industries/cables-by-standards/is-7098-i/polycab-lv-is-7098-i-35c-2xy	https://polycab.com/polycab-lv-is-7098-i-35c-2xy/a-5046/p-54744
industries/cables-by-type/instrumentation-cable/polycab-bms-500-mc-a7	https://polycab.com/polycab-bms-500-mc-a7/a-3901/p-54800
industries/cables-by-application/mass-transit-railways-and-marine/polycab-mv-al-bs-7835-193336kv	https://polycab.com/polycab-mv-al-bs-7835-1933-36-kv/a-5049/p-54947
industries/cables-by-application/mass-transit-railways-and-marine/polymarine-instrumentation-pair-250v-fs-br-isos-iec-60092-376	https://polycab.com/polymarine-instrumentation-pair-250v-fs-br-isos-iec-60092-376/a-5049/p-55041
industries/cables-by-application/metal-industry/polycab-hffr-01z-k03xz-k-sc-1100v-ac-is-17048	https://polycab.com/polycab-hffr-01z-k03xz-k-sc-1100v-ac-is-17048/a-5044/p-54808
industries/cables-by-application/pharmaceutical-industry/polycab-hffr-04xz-r-sc-1100v-ac-is-17048	https://polycab.com/polycab-hffr-04xz-r-sc-1100v-ac-is-17048/a-5042/p-55640
industries/cables-by-type/lv-power-cable/polycab-lv-cu-iec-60502-1-061kv-mc-3-ua	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-3-ua/a-5046/p-55289
industries/cables-by-type/mv-power-cable/polycab-bs-5467-mc-1933kv-ac	https://polycab.com/polycab-bs-5467-mc-1933kv-ac/a-3907/p-55471
industries/cables-by-application/pharmaceutical-industry/polycab-lv-al-iec-60502-1-061kv-mc-35-swa	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-35-swa/a-5046/p-55269
industries/cables-by-application/pharmaceutical-industry/polycab-lv-al-iec-60502-1-061kv-sc-sfa	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-sc-sfa/a-5046/p-55247
industries/cables-by-application/pharmaceutical-industry/polycab-lv-is-7098-i-35c-2xy	https://polycab.com/polycab-lv-is-7098-i-35c-2xy/a-5046/p-54744
industries/cables-by-application/pharmaceutical-industry/polycab-lv-is-7098-i-4c-2xwy	https://polycab.com/polycab-lv-is-7098-i-4c-2xwy/a-5043/p-54726
industries/cables-by-application/renewable-energy/polycab-classic-100-450750v-ac	https://polycab.com/polycab-classic-100-450750v-ac/a-5040/p-55556
industries/cables-by-application/renewable-energy/polycab-solar-as-nzs-5000-xlpo-twist-at	https://polycab.com/polycab-solar-as-nzs-5000-xlpo-twist-at/a-5034/p-55527
industries/cables-by-application/renewable-energy/polycab-solar-h1z2z2-k-bsen-50618-at	https://polycab.com/polycab-solar-h1z2z2-k-bsen-50618-at/a-5034/p-55531
industries/cables-by-application/sugar-industry/polycab-hffr-01zz-k03xzz-k-mc-1100v-ac-is-17048	https://polycab.com/polycab-hffr-01zz-k03xzz-k-mc-1100v-ac-is-17048/a-5044/p-54820
industries/cables-by-application/sugar-industry/polycab-lv-al-iec-60502-1-061kv-mc-4-ua	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-4-ua/a-5046/p-55295
industries/cables-by-application/sugar-industry/polycab-lv-cu-iec-60502-1-061kv-mc-3-ua	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-3-ua/a-5046/p-55289
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-35c-a2xfy	https://polycab.com/polycab-lv-is-7098-i-35c-a2xfy/a-5043/p-54712
industries/cables-by-application/it-industry/polycab-instrumentation-500-pst	https://polycab.com/polycab-instrumentation-500-p-st/a-3905/p-54774
industries/cables-by-application/it-industry/polycab-lv-cu-iec-60502-1-061kv-mc-3-swa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-3-swa/a-5046/p-55287
industries/cables-by-application/utility/polycab-mv-15kv-al-1072-trxlpe-100	https://polycab.com/polycab-mv-15kv-al-1072-trxlpe-100/a-3908/p-55427
industries/cables-by-application/utility/polycab-mv-3c-al-xlpe-as-nzs-12722kv	https://polycab.com/polycab-mv-3c-al-xlpe-as-nzs-12722kv/a-3908/p-55169
industries/cables-by-application/utility/polycab-mv-al-bs-7870-4-10-6.35-11kv-triplex	https://polycab.com/polycab-mv-al-bs-7870-4-10-63511kv-triplex/a-3908/p-55031
industries/cables-by-application/utility/polycab-mv-is-7098-ii-1c-a2xwaya2xfay-11-11kvue	https://polycab.com/polycab-mv-is-7098-ii-1c-a2xwaya2xfay-1111kv-ue/a-3908/p-55081
industries/cables-by-application/utility/polycab-mv-is-7098-ii-3c-2xwy2xfy-3.8-6.6kve	https://polycab.com/polycab-mv-is-7098-ii-3c-2xwy2xfy-3866kv-e/a-3908/p-55091
industries/cables-by-standards/asnzs-14291/polycab-mv-1t-al-xlpe-as-nzs-1933kv	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-1933kv/a-3908/p-55199
industries/cables-by-application/utility/polycab-mv-sc-cu-xlpe-as-nzs-63511kv	https://polycab.com/polycab-mv-sc-cu-xlpe-as-nzs-63511kv/a-3908/p-55131
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-25-cu-iec-60502-1-061kv-mc-sfa	https://polycab.com/polycab-lv-25-cu-iec-60502-1-061kv-mc-sfa/a-5043/p-55311
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-35c-2xwy	https://polycab.com/polycab-lv-is-7098-i-35c-2xwy/a-5043/p-54710
industries/cables-by-standards/as-nzs-5000/polycab-solar-as-nzs-5000-pvc-at	https://polycab.com/polycab-solar-as-nzs-5000-pvc-at/a-5034/p-55505
industries/cables-by-standards/as-nzs-5000/polycab-solar-as-nzs-5000-pvc	https://polycab.com/polycab-solar-as-nzs-5000-pvc/a-5034/p-55511
industries/cables-by-standards/bsen-50288-7/polycab-instrumentation-300-sttimf	https://polycab.com/polycab-instrumentation-300-st-timf/a-3905/p-54778
industries/cables-by-standards/asnzs-14291/polycab-mv-sc-cu-xlpe-as-nzs-63511kv	https://polycab.com/polycab-mv-sc-cu-xlpe-as-nzs-63511kv/a-3908/p-55131
industries/cables-by-standards/bs-7629-1/polycab-ignis-211	https://polycab.com/polycab-ignis-211/a-5047/p-54872
industries/cables-by-standards/bs-en-50525-2-51/polycab-classic-100-300500v-ac	https://polycab.com/polycab-classic-100-300500v-ac/a-5040/p-55550
industries/cables-by-standards/bsen-50288-7/polycab-firealarm-shielded-armoured-cable	https://polycab.com/polycab-firealarm-shielded-armoured-cable/a-5047/p-54790
industries/cables-by-standards/bsen-50525-2-21/polycab-h07rn8-f-bsen-50525-2-21-mc-450750v-ac	https://polycab.com/polycab-h07rn8-f-bsen-50525-2-21-mc-450750v-ac/a-5043/p-55580
industries/cables-by-standards/bsen-50525-2-31/polycab-h05v2-uh05v2-rh07v2-uh07v2-r-bsen-50525-2-31-sc-300500vand450750v-ac	https://polycab.com/polycab-01y-r-sc-1100v-ac-is-694/a-5040/p-55628
industries/cables-by-standards/iec-60502-1/polycab-lv-cu-iec-60502-1-061kv-mc-3-ua	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-3-ua/a-5046/p-55289
industries/cables-by-standards/iec-60502-1/polycab-lv-cu-iec-60502-1-061kv-mc-4-ua	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-4-ua/a-5046/p-55301
industries/cables-by-standards/ieee-1580/polycab-hydro-type-lsxlpo-061kv-or-2kv	https://polycab.com/polycab-hydro-type-lsxlpo-061kv-or-2kv/a-5037/p-55315
industries/cables-by-standards/is-17048/polycab-hffr-01zz-r03xzz-r-1100v-ac-is-17048	https://polycab.com/polycab-hffr-01zz-r03xzz-r-1100v-ac-is-17048/a-5042/p-55656
industries/cables-by-standards/ul-854/polycab-cu-se-style-u-ul-854-600v	https://polycab.com/polycab-cu-se-style-u-ul-854-600v/a-5035/p-54856
industries/cables-by-standards/is-7098-i/polycab-lv-is-7098-i-1c-2xfay-2xway	https://polycab.com/polycab-lv-is-7098-i-1c-2xfay-2xway/a-5043/p-54732
industries/cables-by-standards/is-7098-i/polycab-lv-is-7098-i-4c-a2xwy	https://polycab.com/polycab-lv-is-7098-i-4c-a2xwy/a-5043/p-54730
industries/cables-by-standards/is-7098-i/polycab-lv-is-7098-i-mc-25-2xfy	https://polycab.com/polycab-lv-is-7098-i-mc-25-2xfy/a-5043/p-54762
industries/cables-by-standards/is-7098-ii/polycab-mv-is-7098-ii-3c-2xwy2xfy-1933kve	https://polycab.com/polycab-mv-is-7098-ii-3c-2xwy-2xfy-1933kv-e/a-3908/p-55087
industries/cables-by-standards/is-9968-2/polycab-mv-cu-is-9968-2-63511e-or-6666uekv	https://polycab.com/polycab-mv-cu-is-9968-2-63511-e-or-6666-ue-kv/a-5038/p-55612
industries/cables-by-standards/ul-1072/polycab-mv-35kv-cu-ul-1072-trxlpe-100	https://polycab.com/polycab-mv-35kv-cu-ul-1072-trxlpe-100/a-3908/p-55451
industries/cables-by-standards/ul-1277/polycab-cu-type-tctc-er-xhhw-2-tray-cable	https://polycab.com/polycab-cu-type-tctc-er-xhhw-2-tray-cable/a-3904/p-54977
industries/cables-by-type/instrumentation-cable/polycab-instrumentation-300-mcst	https://polycab.com/polycab-instrumentation-300-mc-st/a-3905/p-54768
industries/cables-by-type/lv-power-cable/polycab-lv-al-iec-60502-1-061kv-mc-35-ua	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-35-ua/a-5046/p-55271
industries/cables-by-type/lv-power-cable/polycab-lv-cu-iec-60502-1-061kv-mc-4-swa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-4-swa/a-5046/p-55299
industries/cables-by-type/lv-power-cable/polycab-lv-is-7098-i-4c-a2xwy	https://polycab.com/polycab-lv-is-7098-i-4c-a2xwy/a-5043/p-54730
industries/cables-by-type/mv-power-cable/polycab-mv-3c-al-xlpe-as-nzs-12722kv	https://polycab.com/polycab-mv-3c-al-xlpe-as-nzs-12722kv/a-3908/p-55169
industries/cables-by-type/instrumentation-cable/polycab-instrumentation-500-stpimf	https://polycab.com/polycab-instrumentation-500-st-pimf/a-3905/p-54776
industries/cables-by-type/mv-power-cable/polycab-mv-cu-bs-7835-6351112kv	https://polycab.com/polycab-mv-cu-bs-7835-63511-12-kv/a-3902/p-55011
industries/cables-by-type/mv-power-cable/polycab-mv-is-7098-ii-1c-a2xwaya2xfay-19-33kve	https://polycab.com/polycab-mv-is-7098-ii-1c-a2xwaya2xfay-19-33kv-e/a-3908/p-55071
industries/cables-by-type/mv-power-cable/polycab-mv-is-7098-ii-3c-a2xwya2xfy-3866kve	https://polycab.com/polycab-mv-is-7098-ii-3c-a2xwya2xfy-3866kv-e/a-3908/p-55107
industries/cables-by-type/mv-power-cable/polycab-mv-sc-al-xlpe-as-nzs-12722kv	https://polycab.com/polycab-mv-sc-al-xlpe-as-nzs-12722kv/a-3908/p-55139
industries/cables-by-type/others/control-cable/polycab-lv-25-cu-iec-60502-1-061kv-mc-swa	https://polycab.com/polycab-lv-25-cu-iec-60502-1-061kv-mc-swa/a-5043/p-55313
industries/cables-by-type/others/defence/polycab-h07bb-f-bsen-50525-2-21-mc-450750v-ac	https://polycab.com/polycab-h07bb-f-bsen-50525-2-21-mc-450750v-ac/a-5050/p-55582
industries/cables-by-type/mv-power-cable/polycab-bs-6724-mc-swa-lszh-1933kv-ac	https://polycab.com/polycab-bs-6724-mc-swa-lszh-1933kv-ac/a-3907/p-55461
industries/cables-by-type/mv-power-cable/polycab-mv-al-bs-6622-12722kv	https://polycab.com/polycab-mv-al-bs-6622-12722kv/a-3908/p-54983
industries/cables-by-type/others/industrial-cable/polycab-110-cy-iec-60227-7-screened-control-cable-300500v-ac	https://polycab.com/polycab-110-cy-iec-60227-7-screened-control-cable-300500v-ac/a-5040/p-54824
industries/cables-by-type/others/industrial-cable/polycab-cu-se-style-u-ul-854-600v	https://polycab.com/polycab-cu-se-style-u-ul-854-600v/a-5035/p-54856
industries/cables-by-type/others/industrial-cable/polycab-h05z-uh07z-u-bsen-50525-3-41-sc-300500vand450750v-ac	https://polycab.com/polycab-h05z-uh07z-u-bsen-50525-3-41-sc-300500v450750v-ac/a-5040/p-55323
industries/cables-by-type/others/industrial-cable/polycab-h07rn-f-bsen-50525-2-21-mc-450750v-ac	https://polycab.com/polycab-h07rn-f-bsen-50525-2-21-mc-450750v-ac/a-5050/p-54832
industries/cables-by-type/others/industrial-cable/polycab-type-ck-bs-6231-switch-gear-and-control-gear-wiring-061kv-ac	https://polycab.com/polycab-type-ck-bs-6231-switch-gear-control-gear-wiring-061kv-ac/a-5040/p-54836
industries/cables-by-standards/ansiicea-s-93-639/polycab-mv-3c-cu-epr-iceanema-5kv	https://polycab.com/polycab-mv-3c-cu-epr-iceanema-5kv/a-3908/p-55223
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-mc-25-2xy	https://polycab.com/polycab-lv-is-7098-i-mc-25-2xy/a-5043/p-54766
industries/cables-by-standards/ansiicea-s-93-639/polycab-mv-sc-al-epr-iceanema-5kv	https://polycab.com/polycab-mv-sc-al-epr-iceanema-5kv/a-3908/p-55213
industries/cables-by-standards/ansiscte-74/polycab-coaxial-cable	https://polycab.com/polycab-coaxial-cable/a-3903/p-55616
industries/cables-by-type/others/marine-and-offshoreonshore-cable/polymarine-iec-60092-354-1220kv	https://polycab.com/polymarine-iec-60092-354-1220kv/a-5049/p-54902
industries/cables-by-type/others/rubber-cable/polycab-h07rn8-f-bsen-50525-2-21-mc-450750v-ac	https://polycab.com/polycab-h07rn8-f-bsen-50525-2-21-mc-450750v-ac/a-5043/p-55580
industries/cables-by-standards/bs-7870-4-10/polycab-mv-al-bs-7870-4-10-12722kv-triplex	https://polycab.com/polycab-mv-al-bs-7870-4-10-12722kv-triplex/a-3908/p-55027
industries/cables-by-standards/bs-7870-4-10/polycab-mv-al-bs-7870-4-10-12722kv	https://polycab.com/polycab-mv-al-bs-7870-4-10-12722kv/a-3908/p-55015
industries/cables-by-standards/bs-7870-4-10/polycab-mv-al-bs-7870-4-10-1933kv	https://polycab.com/polycab-mv-al-bs-7870-4-10-1933kv/a-3908/p-55017
industries/cables-by-standards/bs-7870-4-10/polycab-mv-cu-bs-7870-4-10-1933kv	https://polycab.com/polycab-mv-cu-bs-7870-4-10-1933kv/a-3908/p-55023
industries/cables-by-standards/bs-en-50525-2-51/polycab-classic-100-cy-300500v-ac	https://polycab.com/polycab-classic-100-cy-300500v-ac/a-5040/p-55552
industries/cables-by-standards/bsen-50288-7/polycab-instrumentation-300-stpimf	https://polycab.com/polycab-instrumentation-300-st-pimf/a-3905/p-54772
industries/cables-by-standards/bsen-50525-2-21/polycab-h05rr-f-bsen-50525-2-21-mc-300500v-ac	https://polycab.com/polycab-h05rr-f-bsen-50525-2-21-mc-300500v-ac/a-5050/p-54945
industries/cables-by-standards/bsen-50525-3-11/polycab-h03z1z1-f-bsen-50525-3-11-300300v-ac	https://polycab.com/polycab-h03z1z1-f-bsen-50525-3-11-300300v-ac/a-5040/p-55594
industries/cables-by-standards/bsen-50525-2-41/polycab-h05ss-k-bsen-50525-2-41-sc-300500v-ac	https://polycab.com/polycab-h05ss-k-bsen-50525-2-41-sc-300500v-ac/a-5050/p-54941
industries/cables-by-standards/bsen-50525-3-41/polycab-h05z-uh07z-u-bsen-50525-3-41-sc-300500vand450750v-ac	https://polycab.com/polycab-h05z-uh07z-u-bsen-50525-3-41-sc-300500v450750v-ac/a-5040/p-55323
industries/cables-by-standards/bsen-50618/polycab-solar-h1z2z2-k-bsen-50618-twin-at	https://polycab.com/polycab-solar-h1z2z2-k-bsen-50618-twin-at/a-5034/p-55535
industries/cables-by-standards/bsen-50618/polycab-solar-h1z2z2-k-bsen-50618	https://polycab.com/polycab-solar-h1z2z2-k-bsen-50618/a-5034/p-55529
industries/cables-by-standards/iec-60092-354/polymarine-iec-60092-354-610kv	https://polycab.com/polymarine-iec-60092-354-610kv/a-5049/p-54898
industries/cables-by-type/mv-power-cable/polycab-mv-al-bs-7835-193336kv	https://polycab.com/polycab-mv-al-bs-7835-1933-36-kv/a-5049/p-54947
industries/cables-by-standards/iec-60092-376/polymarine-instrumentation-pair-250v-br-isos-iec-60092-376	https://polycab.com/polymarine-instrumentation-pair-250v-br-isos-iec-60092-376/a-5049/p-55049
industries/cables-by-standards/is-694/polycab-festoon-flat-075sqmm-multicore-cable	https://polycab.com/polycab-festoon-flat-075sqmm-multicore-cable/a-5040/p-55495
industries/cables-by-standards/iec-60227-7/polycab-110-cy-iec-60227-7-screened-control-cable-300500v-ac	https://polycab.com/polycab-110-cy-iec-60227-7-screened-control-cable-300500v-ac/a-5040/p-54824
industries/cables-by-standards/iec-60502-1/polycab-lv-15-cu-iec-60502-1-061kv-mc-swa	https://polycab.com/polycab-lv-15-cu-iec-60502-1-061kv-mc-swa/a-5043/p-55307
industries/cables-by-standards/iec-60502-1/polycab-lv-al-iec-60502-1-061kv-mc-2-ua	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-2-ua/a-5046/p-55259
industries/cables-by-standards/iec-60502-1/polycab-lv-al-iec-60502-1-061kv-mc-35-sfa	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-35-sfa/a-5046/p-55267
industries/cables-by-standards/iec-60502-1/polycab-lv-al-iec-60502-1-061kv-mc-4-ua	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-4-ua/a-5046/p-55295
industries/cables-by-standards/iec-60502-1/polycab-lv-cu-iec-60502-1-061kv-mc-3-sfa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-3-sfa/a-5046/p-55285
industries/cables-by-standards/iec-60502-1/polycab-lv-cu-iec-60502-1-061kv-mc-35-swa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-35-swa/a-5046/p-55275
industries/cables-by-standards/iec-60502-1/polycab-lv-cu-iec-60502-1-061kv-sc-sfa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-sc-sfa/a-5046/p-55251
industries/cables-by-standards/iec-60502-2/polycab-mv-al-iec-60502-2-3660kv	https://polycab.com/polycab-mv-al-iec-60502-2-3660kv/a-3908/p-55413
industries/cables-by-standards/iec-60502-2/polycab-mv-cu-iec-60502-2-1220kv	https://polycab.com/polycab-mv-cu-iec-60502-2-1220kv/a-3908/p-55409
industries/cables-by-standards/is-17048/polycab-hffr-01z-r03xz-r-sc-1100v-ac-is-17048	https://polycab.com/polycab-hffr-01z-r03xz-r-sc-1100v-ac-is-17048/a-5042/p-55648
industries/cables-by-standards/is-694/polycab-festoon-flat-1sqmm-multicore-cable	https://polycab.com/polycab-festoon-flat-1sqmm-multicore-cable/a-5040/p-55497
industries/cables-by-standards/is-17048/polycab-hffr-01zz-k03xzz-k-mc-1100v-ac-is-17048	https://polycab.com/polycab-hffr-01zz-k03xzz-k-mc-1100v-ac-is-17048/a-5044/p-54820
industries/cables-by-standards/is-694/polycab-02ayy-2-core-1100v-is-694-flat-cable	https://polycab.com/polycab-02ayy-2-core-1100v-is-694-flat-cable/a-3901/p-54927
industries/cables-by-standards/is-694/polycab-01y-k-sc-1100v-ac-is-694	https://polycab.com/polycab-01y-k-sc-1100v-ac-is-694/a-5040/p-55626
industries/cables-by-standards/is-694/polycab-02yy-k-mc-1100v-ac-is-694	https://polycab.com/polycab-02yy-k-mc-1100v-ac-is-694/a-5046/p-54812
industries/cables-by-type/others/control-cable/polycab-festoon-flat-1sqmm-multicore-cable	https://polycab.com/polycab-festoon-flat-1sqmm-multicore-cable/a-5040/p-55497
industries/cables-by-standards/is-7098-i/polycab-lv-is-7098-i-2c-2xfy	https://polycab.com/polycab-lv-is-7098-i-2c-2xfy/a-5043/p-54700
industries/cables-by-standards/is-7098-i/polycab-lv-is-7098-i-2c-a2xy	https://polycab.com/polycab-lv-is-7098-i-2c-a2xy/a-5046/p-54742
industries/cables-by-standards/is-7098-i/polycab-lv-is-7098-i-4c-a2xy	https://polycab.com/polycab-lv-is-7098-i-4c-a2xy/a-5046/p-54754
industries/cables-by-standards/is-7098-ii/polycab-mv-is-7098-ii-1c-2xway2xfay-3333kvue	https://polycab.com/polycab-mv-is-7098-ii-1c-2xway2xfay-3333kv-ue/a-3908/p-55057
industries/cables-by-standards/is-7098-i/polycab-lv-is-7098-i-3c-a2xwy	https://polycab.com/polycab-lv-is-7098-i-3c-a2xwy/a-5043/p-54722
industries/cables-by-standards/is-7098-i/polycab-lv-is-7098-i-4c-a2xfy	https://polycab.com/polycab-lv-is-7098-i-4c-a2xfy/a-5043/p-54728
industries/cables-by-standards/is-7098-ii/polycab-mv-is-7098-ii-1ca2xwaya2xfay-12722kve	https://polycab.com/polycab-mv-is-7098-ii-1ca2xwaya2xfay-12722kv-e/a-3908/p-55083
industries/cables-by-standards/is-7098-ii/polycab-mv-is-7098-ii-3c-2xwy2xfy-1111kvue	https://polycab.com/polycab-mv-is-7098-ii-3c-2xwy2xfy-1111kv-ue/a-3908/p-55097
industries/cables-by-standards/is-7098-ii/polycab-mv-is-7098-ii-3c-a2xwya2xfy-12722kve	https://polycab.com/polycab-mv-is-7098-ii-3c-a2xwya2xfy-12722kv-e/a-3908/p-55115
industries/cables-by-standards/is-7098-ii/polycab-mv-is-7098-ii-3c-a2xwya2xfy-1933kve	https://polycab.com/polycab-mv-is-7098-ii-3c-a2xwya2xfy-1933kv-e/a-3908/p-55103
industries/cables-by-standards/is-9968-1/polycab-rr-e-mc-1100v-ac-is-9968-1	https://polycab.com/polycab-rr-e-mc-1100v-ac-is-9968-1/a-5038/p-55568
industries/cables-by-standards/is-9968-2/polycab-mv-cu-is-9968-2-12722e-or-1111uekv	https://polycab.com/polycab-mv-cu-is-9968-2-12722-e-or-1111-ue-kv/a-5038/p-55614
industries/cables-by-standards/is-9968-1/polycab-sir-s-1100v-ac-is-9968-1	https://polycab.com/polycab-sir-s-1100v-ac-is-9968-1/a-5050/p-54933
industries/cables-by-standards/polycab-standard-inter/polycab-aerial-bunched-cable-1933kv-ac-abc	https://polycab.com/polycab-aerial-bunched-cable-1933kv-ac-abc/a-3907/p-55620
industries/cables-by-standards/polycab-standard/polycab-classic-110-orange-300500v-ac	https://polycab.com/polycab-classic-110-orange-300500v-ac/a-5040/p-55604
industries/cables-by-standards/polycab-standard-inter/polycab-classic-110-bk-300500v-ac	https://polycab.com/polycab-classic-110-bk-300500v-ac/a-5040/p-55598
industries/cables-by-standards/rs-485/polycab-rs-485-300500v-ac-unarmoured-cable	https://polycab.com/polycab-rs-485-300500v-ac-unarmoured-cable/a-5040/p-55652
industries/cables-by-standards/polycab-standard-inter/polycab-firealarm-unarmoured-cable	https://polycab.com/polycab-firealarm-unarmoured-cable/a-5047/p-54788
industries/cables-by-standards/ul-1072/polycab-mv-15kv-cu-ul-1072-tr-xlpe-100	https://polycab.com/polycab-mv-15kv-cu-ul-1072-tr-xlpe-100/a-3908/p-55435
industries/cables-by-standards/ul-1072/polycab-mv-35kv-al-ul-1072-epr-133	https://polycab.com/polycab-mv-35kv-al-ul-1072-epr-133/a-3908/p-55441
industries/cables-by-type/others/domestic-appliance-and-lighting-cable/polycab-6181y-bs-6004-sc-300500v-ac	https://polycab.com/polycab-6181y-bs-6004-sc-300500v-ac/a-3904/p-55481
industries/cables-by-standards/ul-1072/polycab-mv-35kv-al-ul-1072-trxlpe-133	https://polycab.com/polycab-mv-35kv-al-ul-1072-trxlpe-133/a-3908/p-55445
industries/cables-by-standards/ul-1072/polycab-mv-35kv-cu-ul-1072-epr-133	https://polycab.com/polycab-mv-35kv-cu-ul-1072-epr-133/a-3908/p-55449
industries/cables-by-standards/ul-1277/polycab-al-type-tc-thhnthwn-2-cable-600v	https://polycab.com/polycab-al-type-tc-thhnthwn-2-cable-600v/a-5040/p-54961
industries/cables-by-standards/ul-1569/polycab-type-mc-al-conductor-ul-1569-600v	https://polycab.com/polycab-type-mc-al-conductor-ul-1569-600v/a-5040/p-54951
industries/cables-by-standards/ul-1569/polycab-type-mc-pvc-jacketed-cu-conductor-ul-1569-600v	https://polycab.com/polycab-type-mc-pvc-jacketed-cu-conductor-ul-1569-600v/a-5040/p-54862
industries/cables-by-standards/ul-44/polycab-al-xhhw-2-ul-44-600v	https://polycab.com/polycab-al-xhhw-2-ul-44-600v/a-3901/p-54846
industries/cables-by-standards/ul-719/polycab-nmb-cable-ul-719-600v	https://polycab.com/polycab-nmb-cable-ul-719-600v/a-3901/p-54967
industries/cables-by-type/ehv-power-cable/polycab-ehv-al-pb-132kv	https://polycab.com/polycab-ehv-al-pb-132kv/a-3908/p-55393
industries/cables-by-type/instrumentation-cable/polycab-instrumentation-500-mcst	https://polycab.com/polycab-instrumentation-500-mc-st/a-3905/p-54770
industries/cables-by-type/instrumentation-cable/polycab-instrumentation-500-pst	https://polycab.com/polycab-instrumentation-500-p-st/a-3905/p-54774
industries/cables-by-type/lv-power-cable/polycab-lv-al-iec-60502-1-061kv-mc-3-ua	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-3-ua/a-5046/p-55283
industries/cables-by-type/lv-power-cable/polycab-lv-cu-iec-60502-1-061kv-mc-2-ua	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-2-ua/a-5046/p-55265
industries/cables-by-type/lv-power-cable/polycab-lv-cu-iec-60502-1-061kv-mc-35-swa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-35-swa/a-5046/p-55275
industries/cables-by-type/mv-power-cable/polycab-mv-al-bs-6622-63511kv	https://polycab.com/polycab-mv-al-bs-6622-63511kv/a-3908/p-54987
industries/cables-by-type/lv-power-cable/polycab-lv-cu-iec-60502-1-061kv-sc-ua	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-sc-ua/a-5046/p-55253
